JDAY,SEG   2,SEG   3,SEG   4,SEG   5,SEG   6,SEG   7,SEG   8,SEG   9,SEG  10,SEG  11,SEG  12,SEG  13,SEG  14,SEG  15,SEG  16,SEG  17,SEG  18,SEG  19,SEG  20,SEG  21,SEG  22,SEG  23,SEG  24,SEG  25,SEG  26,SEG  27,SEG  28,SEG  29,SEG  30,SEG  31,SEG  34,SEG  35,SEG  36,SEG  39,SEG  40,SEG  41,SEG  44,SEG  45,SEG
 35739.045, 162.760, 162.760, 162.760, 162.457, 156.462, 150.472, 150.347, 150.359, 150.360, 150.361, 150.362, 150.363, 150.363, 150.364, 150.364, 150.364, 150.365, 150.365, 150.365, 150.366, 150.366, 150.366, 150.366, 150.366, 150.366, 150.366, 150.366, 150.366, 150.366, 150.366, 162.760, 150.366, 150.366, 150.365, 150.365, 150.366, 150.366, 150.366,
 35740.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.422, 150.388, 150.393, 150.394, 150.394, 150.395, 150.396, 150.396, 150.397, 150.397, 150.397, 150.398, 150.398, 150.398, 150.398, 150.398, 150.398, 150.398, 150.398, 150.398, 150.398, 150.399, 150.399, 150.399, 150.399, 162.760, 150.399, 150.398, 150.398, 150.398, 150.398, 150.399, 150.398,
 35741.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.349, 150.332, 150.334, 150.334, 150.335, 150.335, 150.336, 150.336, 150.337, 150.337, 150.337, 150.338, 150.338, 150.338, 150.338, 150.338, 150.338, 150.338, 150.338, 150.338, 150.338, 150.338, 150.338, 150.338, 150.338, 162.760, 150.338, 150.338, 150.338, 150.338, 150.338, 150.338, 150.338,
 35742.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.275, 150.250, 150.253, 150.254, 150.254, 150.255, 150.256, 150.256, 150.256, 150.256, 150.257, 150.257, 150.257, 150.258, 150.258, 150.258, 150.258, 150.258, 150.258, 150.258, 150.258, 150.258, 150.258, 150.258, 150.258, 162.760, 150.258, 150.258, 150.257, 150.257, 150.258, 150.258, 150.258,
 35743.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.215, 150.190, 150.194, 150.194, 150.195, 150.196, 150.197, 150.197, 150.197, 150.198, 150.198, 150.198, 150.199, 150.199, 150.199, 150.199, 150.199, 150.199, 150.199, 150.199, 150.199, 150.199, 150.199, 150.200, 150.200, 162.760, 150.199, 150.199, 150.198, 150.199, 150.199, 150.199, 150.199,
 35744.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.196, 150.156, 150.160, 150.161, 150.161, 150.162, 150.163, 150.163, 150.164, 150.164, 150.164, 150.164, 150.165, 150.165, 150.165, 150.165, 150.165, 150.165, 150.165, 150.165, 150.165, 150.165, 150.165, 150.165, 150.165, 162.760, 150.165, 150.165, 150.164, 150.165, 150.165, 150.165, 150.165,
 35745.045, 162.760, 162.760, 162.760, 162.457, 156.462, 150.274, 150.179, 150.189, 150.190, 150.190, 150.191, 150.192, 150.192, 150.193, 150.193, 150.193, 150.193, 150.194, 150.194, 150.194, 150.194, 150.194, 150.194, 150.194, 150.194, 150.194, 150.194, 150.194, 150.194, 150.195, 162.760, 150.194, 150.194, 150.194, 150.194, 150.194, 150.194, 150.194,
 35746.046, 162.760, 162.760, 162.760, 162.457, 156.462, 150.286, 150.225, 150.232, 150.233, 150.233, 150.234, 150.235, 150.235, 150.236, 150.236, 150.236, 150.237, 150.237, 150.237, 150.237, 150.238, 150.238, 150.238, 150.238, 150.238, 150.238, 150.238, 150.238, 150.238, 150.238, 162.760, 150.238, 150.237, 150.237, 150.237, 150.238, 150.238, 150.238,
 35747.046, 162.760, 162.760, 162.760, 162.457, 156.462, 150.301, 150.243, 150.249, 150.250, 150.251, 150.251, 150.252, 150.253, 150.253, 150.253, 150.254, 150.254, 150.254, 150.255, 150.255, 150.255, 150.255, 150.255, 150.255, 150.255, 150.255, 150.255, 150.255, 150.255, 150.255, 162.760, 150.255, 150.255, 150.254, 150.255, 150.255, 150.255, 150.255,
 35748.046, 162.760, 162.760, 162.760, 162.457, 156.462, 150.317, 150.259, 150.265, 150.265, 150.265, 150.266, 150.267, 150.267, 150.268, 150.268, 150.268, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.270, 150.270, 150.270, 162.760, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269, 150.269,
 35749.045, 162.760, 162.760, 162.760, 162.457, 156.462, 150.361, 150.285, 150.293, 150.294, 150.294, 150.295, 150.296, 150.296, 150.296, 150.297, 150.297, 150.297, 150.297, 150.298, 150.298, 150.298, 150.298, 150.298, 150.298, 150.298, 150.298, 150.298, 150.298, 150.298, 150.298, 162.760, 150.298, 150.298, 150.297, 150.298, 150.298, 150.298, 150.298,
 35750.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.358, 150.319, 150.324, 150.324, 150.324, 150.325, 150.326, 150.326, 150.326, 150.327, 150.327, 150.327, 150.328, 150.328, 150.328, 150.328, 150.328, 150.328, 150.328, 150.328, 150.328, 150.328, 150.328, 150.328, 150.328, 162.760, 150.328, 150.328, 150.327, 150.328, 150.328, 150.328, 150.328,
 35751.045, 162.760, 162.760, 162.760, 162.457, 156.462, 150.448, 150.376, 150.385, 150.386, 150.386, 150.386, 150.387, 150.388, 150.388, 150.388, 150.389, 150.389, 150.389, 150.390, 150.390, 150.390, 150.390, 150.390, 150.390, 150.390, 150.390, 150.390, 150.390, 150.390, 150.390, 162.760, 150.390, 150.390, 150.389, 150.390, 150.390, 150.390, 150.390,
 35752.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.493, 150.452, 150.458, 150.459, 150.459, 150.459, 150.460, 150.460, 150.461, 150.461, 150.461, 150.462, 150.462, 150.462, 150.462, 150.462, 150.462, 150.462, 150.462, 150.462, 150.462, 150.462, 150.462, 150.462, 150.462, 162.760, 150.462, 150.462, 150.462, 150.462, 150.462, 150.462, 150.462,
 35753.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.539, 150.497, 150.502, 150.502, 150.502, 150.503, 150.504, 150.504, 150.504, 150.505, 150.505, 150.505, 150.505, 150.506, 150.506, 150.506, 150.506, 150.506, 150.506, 150.506, 150.506, 150.506, 150.506, 150.506, 150.506, 162.760, 150.506, 150.506, 150.505, 150.506, 150.506, 150.506, 150.506,
 35754.045, 162.760, 162.760, 162.760, 162.457, 156.462, 150.662, 150.590, 150.598, 150.599, 150.599, 150.599, 150.600, 150.600, 150.601, 150.601, 150.601, 150.602, 150.602, 150.602, 150.602, 150.602, 150.602, 150.602, 150.602, 150.602, 150.602, 150.602, 150.602, 150.603, 150.603, 162.760, 150.602, 150.602, 150.602, 150.602, 150.602, 150.602, 150.602,
 35755.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.763, 150.735, 150.739, 150.740, 150.740, 150.740, 150.741, 150.741, 150.742, 150.742, 150.743, 150.743, 150.743, 150.743, 150.743, 150.743, 150.743, 150.744, 150.744, 150.744, 150.744, 150.744, 150.744, 150.744, 150.744, 162.760, 150.743, 150.743, 150.743, 150.743, 150.744, 150.743, 150.744,
 35756.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.874, 150.858, 150.861, 150.861, 150.861, 150.862, 150.863, 150.863, 150.863, 150.864, 150.864, 150.864, 150.865, 150.865, 150.865, 150.865, 150.865, 150.865, 150.865, 150.865, 150.865, 150.865, 150.865, 150.865, 150.866, 162.760, 150.865, 150.865, 150.865, 150.865, 150.865, 150.865, 150.865,
 35757.047, 162.760, 162.760, 162.760, 162.457, 156.462, 150.974, 150.962, 150.964, 150.964, 150.964, 150.964, 150.965, 150.965, 150.966, 150.966, 150.966, 150.966, 150.966, 150.967, 150.967, 150.967, 150.967, 150.967, 150.967, 150.967, 150.967, 150.967, 150.967, 150.967, 150.967, 162.760, 150.967, 150.967, 150.967, 150.967, 150.967, 150.967, 150.967,
 35758.047, 162.760, 162.760, 162.760, 162.457, 156.462, 151.036, 151.025, 151.027, 151.027, 151.027, 151.028, 151.028, 151.029, 151.029, 151.029, 151.029, 151.029, 151.029, 151.030, 151.030, 151.030, 151.030, 151.029, 151.029, 151.030, 151.029, 151.029, 151.029, 151.029, 151.029, 162.760, 151.029, 151.029, 151.030, 151.029, 151.029, 151.029, 151.029,
 35759.047, 162.760, 162.760, 162.760, 162.457, 156.462, 151.044, 151.036, 151.038, 151.038, 151.039, 151.039, 151.040, 151.040, 151.041, 151.041, 151.041, 151.041, 151.041, 151.042, 151.042, 151.042, 151.042, 151.042, 151.042, 151.042, 151.042, 151.042, 151.042, 151.042, 151.042, 162.760, 151.042, 151.042, 151.041, 151.042, 151.042, 151.042, 151.042,
 35760.047, 162.760, 162.760, 162.760, 162.457, 156.462, 151.086, 151.074, 151.077, 151.077, 151.078, 151.078, 151.079, 151.079, 151.079, 151.080, 151.080, 151.080, 151.080, 151.080, 151.081, 151.081, 151.081, 151.081, 151.081, 151.081, 151.081, 151.081, 151.081, 151.081, 151.081, 162.760, 151.081, 151.081, 151.080, 151.080, 151.081, 151.081, 151.081,
 35761.047, 162.760, 162.760, 162.760, 162.457, 156.462, 151.248, 151.228, 151.233, 151.234, 151.234, 151.235, 151.236, 151.237, 151.237, 151.237, 151.238, 151.238, 151.238, 151.238, 151.238, 151.238, 151.238, 151.238, 151.238, 151.239, 151.239, 151.239, 151.239, 151.239, 151.239, 162.760, 151.238, 151.238, 151.238, 151.239, 151.239, 151.238, 151.238,
 35762.042, 162.760, 162.760, 162.760, 162.457, 156.462, 151.404, 151.401, 151.403, 151.403, 151.403, 151.404, 151.404, 151.405, 151.405, 151.405, 151.405, 151.406, 151.406, 151.406, 151.406, 151.406, 151.406, 151.406, 151.406, 151.406, 151.406, 151.406, 151.406, 151.406, 151.406, 162.760, 151.406, 151.406, 151.406, 151.406, 151.406, 151.406, 151.406,
 35763.042, 162.760, 162.760, 162.760, 162.457, 156.462, 151.549, 151.535, 151.537, 151.538, 151.538, 151.539, 151.540, 151.540, 151.540, 151.540, 151.540, 151.540, 151.540, 151.541, 151.541, 151.541, 151.541, 151.540, 151.540, 151.540, 151.540, 151.540, 151.540, 151.540, 151.540, 162.760, 151.541, 151.541, 151.540, 151.540, 151.540, 151.540, 151.540,
 35764.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.714, 151.702, 151.705, 151.705, 151.706, 151.707, 151.707, 151.708, 151.708, 151.708, 151.708, 151.708, 151.709, 151.709, 151.709, 151.709, 151.709, 151.709, 151.709, 151.709, 151.709, 151.709, 151.709, 151.709, 151.709, 162.760, 151.709, 151.709, 151.709, 151.709, 151.709, 151.709, 151.709,
 35765.043, 162.760, 162.760, 162.760, 162.457, 156.462, 151.816, 151.812, 151.813, 151.814, 151.814, 151.815, 151.816, 151.816, 151.816, 151.817, 151.817, 151.817, 151.817, 151.817, 151.817, 151.817, 151.817, 151.818, 151.817, 151.817, 151.818, 151.818, 151.818, 151.818, 151.818, 162.760, 151.817, 151.817, 151.817, 151.817, 151.817, 151.817, 151.817,
 35766.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.854, 151.851, 151.852, 151.852, 151.853, 151.854, 151.854, 151.855, 151.855, 151.855, 151.855, 151.855, 151.856, 151.856, 151.856, 151.856, 151.856, 151.856, 151.856, 151.856, 151.856, 151.856, 151.856, 151.856, 151.856, 162.760, 151.856, 151.856, 151.855, 151.856, 151.856, 151.856, 151.856,
 35767.044, 162.760, 162.760, 162.760, 162.457, 156.462, 151.878, 151.875, 151.875, 151.875, 151.876, 151.876, 151.877, 151.877, 151.877, 151.877, 151.878, 151.878, 151.878, 151.878, 151.878, 151.878, 151.878, 151.878, 151.878, 151.878, 151.878, 151.878, 151.878, 151.878, 151.878, 162.760, 151.878, 151.878, 151.878, 151.878, 151.878, 151.878, 151.878,
 35768.043, 162.760, 162.760, 162.760, 162.457, 156.462, 151.857, 151.856, 151.857, 151.857, 151.858, 151.858, 151.858, 151.858, 151.859, 151.859, 151.859, 151.859, 151.859, 151.859, 151.859, 151.860, 151.860, 151.860, 151.860, 151.860, 151.860, 151.860, 151.860, 151.860, 151.860, 162.760, 151.860, 151.859, 151.859, 151.859, 151.860, 151.860, 151.860,
 35769.042, 162.760, 162.760, 162.760, 162.457, 156.462, 151.821, 151.820, 151.820, 151.821, 151.821, 151.821, 151.822, 151.822, 151.822, 151.822, 151.822, 151.822, 151.822, 151.823, 151.823, 151.823, 151.823, 151.823, 151.823, 151.823, 151.823, 151.823, 151.823, 151.823, 151.823, 162.760, 151.823, 151.823, 151.823, 151.823, 151.823, 151.823, 151.823,
 35770.042, 162.760, 162.760, 162.760, 162.457, 156.462, 151.787, 151.786, 151.786, 151.787, 151.787, 151.787, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 162.760, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788, 151.788,
 35771.045, 162.760, 162.760, 162.760, 162.457, 156.462, 151.762, 151.760, 151.760, 151.761, 151.761, 151.761, 151.762, 151.762, 151.762, 151.762, 151.762, 151.762, 151.762, 151.763, 151.763, 151.763, 151.763, 151.763, 151.763, 151.763, 151.763, 151.763, 151.763, 151.763, 151.763, 162.760, 151.763, 151.763, 151.762, 151.762, 151.763, 151.763, 151.763,
 35772.042, 162.760, 162.760, 162.760, 162.457, 156.462, 151.727, 151.725, 151.725, 151.726, 151.726, 151.726, 151.727, 151.727, 151.727, 151.727, 151.727, 151.727, 151.728, 151.728, 151.728, 151.728, 151.728, 151.728, 151.728, 151.728, 151.728, 151.728, 151.728, 151.728, 151.728, 162.760, 151.728, 151.728, 151.728, 151.728, 151.728, 151.728, 151.728,
 35773.042, 162.760, 162.760, 162.760, 162.457, 156.462, 151.688, 151.686, 151.687, 151.687, 151.688, 151.688, 151.688, 151.688, 151.688, 151.688, 151.689, 151.689, 151.689, 151.689, 151.689, 151.689, 151.689, 151.689, 151.689, 151.689, 151.689, 151.689, 151.689, 151.689, 151.689, 162.760, 151.689, 151.689, 151.689, 151.689, 151.689, 151.689, 151.689,
 35774.043, 162.760, 162.760, 162.760, 162.457, 156.462, 151.661, 151.658, 151.658, 151.659, 151.659, 151.660, 151.660, 151.660, 151.660, 151.660, 151.660, 151.661, 151.661, 151.661, 151.661, 151.661, 151.661, 151.661, 151.661, 151.661, 151.661, 151.661, 151.661, 151.661, 151.661, 162.760, 151.661, 151.661, 151.661, 151.661, 151.661, 151.661, 151.661,
 35775.043, 162.760, 162.760, 162.760, 162.457, 156.462, 151.650, 151.646, 151.647, 151.647, 151.648, 151.648, 151.648, 151.649, 151.649, 151.649, 151.649, 151.649, 151.649, 151.649, 151.650, 151.650, 151.650, 151.650, 151.650, 151.650, 151.650, 151.650, 151.650, 151.650, 151.650, 162.760, 151.650, 151.650, 151.649, 151.649, 151.650, 151.650, 151.650,
 35776.043, 162.760, 162.760, 162.760, 162.457, 156.462, 151.639, 151.637, 151.638, 151.638, 151.639, 151.639, 151.639, 151.639, 151.640, 151.640, 151.640, 151.640, 151.640, 151.640, 151.640, 151.640, 151.640, 151.640, 151.640, 151.640, 151.640, 151.640, 151.640, 151.641, 151.641, 162.760, 151.641, 151.640, 151.640, 151.640, 151.640, 151.640, 151.640,
 35777.046, 162.760, 162.760, 162.760, 162.457, 156.462, 151.637, 151.633, 151.634, 151.635, 151.635, 151.636, 151.636, 151.636, 151.636, 151.637, 151.637, 151.637, 151.637, 151.637, 151.637, 151.637, 151.637, 151.637, 151.637, 151.637, 151.637, 151.637, 151.638, 151.638, 151.638, 162.760, 151.637, 151.637, 151.637, 151.637, 151.637, 151.637, 151.637,
 35778.043, 162.760, 162.760, 162.760, 162.457, 156.462, 151.637, 151.635, 151.636, 151.636, 151.637, 151.637, 151.637, 151.637, 151.637, 151.638, 151.638, 151.638, 151.638, 151.638, 151.638, 151.638, 151.638, 151.638, 151.638, 151.638, 151.638, 151.638, 151.639, 151.639, 151.639, 162.760, 151.639, 151.638, 151.638, 151.638, 151.638, 151.638, 151.638,
